,Buechberg,Crêtelongue,Davos,Ermensee,Gossau,Hasle,Kestenholz,Lamone,Maienfeld,Marthalen,Massongex,Niederbipp,Oberglatt,Oberwichtrach,Poschiavo,Samedan B,Schaffhausen,Sennwald,Soral,Trub,Utzenstorf,Visp,Volketswil,Vétroz,Wila,Wilchingen,Worben,Zürich
1990-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.004094945,1.4096168,0.0,0.0,0.0,0.005094008,0.0,0.0,0.050724123,0.0077596866,0.0,0.0,2.5470712,0.0,0.0350902,0.0,0.0,0.0,0.0,0.07874863,1.7825884,0.0077875177
1990-02-02,6.724321,3.9340022,1.6355162,6.041302,3.4604647,6.1427116,4.7323403,3.8048263,1.2669342,6.7041187,4.8786607,5.480338,4.4138503,5.897834,3.4475493,1.0116123,6.6754513,1.9311888,13.157681,9.144382,4.850103,1.0990709,8.176722,4.979945,9.091243,7.2773843,5.3799543,6.0198264
1990-02-03,0.40374592,1.6240934,1.6203277,1.247752,2.6377633,2.9895284,0.5760177,0.33453274,1.3550936,0.45732662,6.4701843,0.5670669,0.27413285,5.0429487,0.0,0.11573362,0.34472033,2.4848468,1.430665,3.795648,2.396467,1.0498309,0.027323803,2.9484773,0.3328323,1.2353345,1.9639835,0.028114794
1990-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012622574,0.0,0.0,0.010767723,0.0,0.0,0.0,0.0,0.0,0.00016274629,0.0
1990-02-05,0.027163774,0.0,0.0,0.0,0.00040527727,0.0,0.0,0.0,0.0,0.0030791943,0.0,0.0,0.0,0.0,0.0,0.0,0.020054849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-02-06,0.027163774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030791943,0.0,0.0,0.0,0.0,0.0,0.0,0.020054849,0.044075634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-02-07,0.027163774,0.0,0.0,0.0,0.01787338,0.0,0.0,0.0,0.0,0.01021648,0.009076831,0.0,0.0062288595,0.09691476,0.0,0.0,0.020054849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01746067,0.06269639,0.0
1990-02-08,1.2909391,0.32989126,1.3799211,0.42723882,1.3260598,0.21037364,1.187034,0.0,3.337007,1.4528534,0.40817147,1.1291332,0.3088651,0.22678548,0.0,0.0001590403,2.113922,4.788056,0.0,0.6537794,0.09636144,0.026107479,0.30939284,0.05508271,0.4570969,0.88736886,0.6126064,0.3994399
1990-02-09,0.0,0.0,0.051843923,0.0,0.0071429415,0.0,0.02590059,0.0,0.0042740223,0.0,0.0,0.021275314,0.0,0.0,0.0,0.0,0.0,0.027124548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-02-10,9.015207,13.570277,0.0296251,7.1330366,7.487025,6.369751,8.684723,0.62699956,1.2623398,10.279583,11.562882,9.41726,9.910611,8.504201,0.07643112,0.0124154985,10.7190695,2.6704612,10.730394,8.894731,6.6738744,4.735708,10.807659,14.04531,11.363156,9.1691265,7.7417555,8.479414
