,Crêtelongue,Davos,Ermensee,Hasle,Lamone,Maienfeld,Massongex,Oberwichtrach,Poschiavo,Schaffhausen,Sennwald,Visp,Vétroz,Zürich,Wila,Oberglatt,Worben,Utzenstorf,Marthalen
2005-09-07,484.315,1668.28,463.288,638.266,274.3,564.081,457.132,548.79,0.10000000000002274,383.579,419.691,666.265,484.315,412.27,523.883,0.383,433.925,458.63140625,0.05713541666666666
2005-09-08,484.239,1668.262,463.263,638.242,274.322,564.171,457.052,548.734,0.10000000000002274,383.547,419.701,666.205,484.239,412.268,523.875,0.364,433.922,458.63784375,0.06472569444444445
2005-09-09,484.404,1668.295,463.239,638.304,274.451,564.112,457.175,548.943,0.10000000000002274,383.519,419.639,666.375,484.404,412.272,523.915,0.35,433.924,458.6448541666667,0.059756944444444446
2005-09-10,484.141,1668.283,463.231,638.347,274.364,564.019,456.758,549.072,0.10000000000002274,383.504,419.534,666.154,484.141,412.565,524.049,0.397,433.924,458.63747916666665,0.08586111111111111
2005-09-11,484.015,1668.267,463.218,638.433,274.421,564.044,456.481,549.098,0.10000000000002274,383.494,419.407,666.168,484.015,412.44,523.949,0.452,433.941,458.6380625,0.1392465277777778
2005-09-12,484.39,1668.258,463.204,638.634,274.5,564.214,457.246,549.334,0.10000000000002274,383.467,419.676,666.345,484.39,412.494,523.911,0.42,433.951,458.63197916666667,0.08936805555555555
2005-09-13,484.283,1668.249,463.185,638.412,274.4,564.137,457.165,549.066,0.10000000000002274,383.446,419.64,666.276,484.283,412.356,523.888,0.407,433.939,458.62877083333336,0.07839930555555556
2005-09-14,484.21,1668.236,463.165,638.345,274.369,564.053,457.088,548.753,0.10000000000002274,383.425,419.526,666.185,484.21,412.312,523.877,0.397,433.929,458.62663541666666,0.07241666666666666
2005-09-15,484.209,1668.228,463.145,638.305,274.352,564.022,457.06,548.604,0.10000000000002274,383.399,419.494,666.203,484.209,412.286,523.867,0.383,433.927,458.61969791666667,0.06951388888888889
2005-09-16,484.234,1668.225,463.124,638.285,274.346,564.166,457.137,548.566,0.10000000000002274,383.363,419.608,666.211,484.234,412.276,523.863,0.375,433.932,458.61753125,0.07638541666666668
2005-09-17,483.944,1668.265,463.126,638.669,274.349,,456.599,548.711,0.10000000000002274,383.363,419.469,666.024,483.944,412.455,524.006,0.436,433.98,458.36414583333334,0.126625
2005-09-18,483.724,1668.233,463.12,638.439,274.326,563.802,456.237,548.682,0.10000000000002274,383.35,419.4,665.959,483.724,412.38,523.937,0.374,433.949,458.15847916666667,0.08690277777777777
2005-09-19,483.991,1668.224,463.104,638.365,274.33,564.007,456.809,548.566,0.10000000000002274,383.323,419.546,666.029,483.991,412.304,523.901,0.356,433.941,458.1596666666667,0.07916319444444445
2005-09-20,483.963,1668.218,463.087,638.325,274.323,564.085,456.758,548.491,0.10000000000002274,383.29,419.504,665.948,483.963,412.285,523.881,0.343,433.935,458.17745833333333,0.07481944444444444
2005-09-21,484.001,1668.208,463.07,638.297,274.319,564.075,456.783,548.395,0.10000000000002274,383.261,419.483,666.001,484.001,412.279,523.871,0.332,433.932,458.1652291666667,0.07243055555555555
2005-09-22,484.057,1668.195,463.054,638.272,274.383,564.003,456.833,548.335,0.10000000000002274,383.235,419.47,666.125,484.057,412.274,523.864,0.322,433.93,458.1875,0.06984722222222223
2005-09-23,484.109,1668.176,463.038,638.25,274.327,563.941,456.825,548.29,0.10000000000002274,383.213,419.347,666.211,484.109,412.269,523.858,0.314,433.928,458.1768541666667,0.06715625
2005-09-24,483.923,1668.162,463.022,638.231,274.32,563.73,456.506,548.24,0.10000000000002274,383.188,419.282,666.083,483.923,412.265,523.854,0.303,433.927,458.2081666666666,0.06520486111111111
2005-09-25,483.77,1668.15,463.008,638.216,274.316,563.676,456.24,548.153,0.10000000000002274,383.161,419.197,665.944,483.77,412.263,523.85,0.291,433.927,458.1828854166667,0.06372569444444445
2005-09-26,484.04,1668.137,462.993,638.227,274.315,563.968,456.788,548.084,0.10000000000002274,383.13,419.385,666.164,484.04,412.263,523.848,0.286,433.928,458.1814583333333,0.06334722222222222
2005-09-27,484.045,1668.15,462.979,638.199,274.314,563.814,456.834,548.007,0.10000000000002274,383.107,419.364,666.058,484.045,412.261,523.847,0.284,433.927,458.17428125,0.062385416666666665
2005-09-28,483.962,1668.134,462.965,638.176,274.312,563.932,456.762,547.987,0.10000000000002274,383.082,419.432,666.03,483.962,412.261,523.844,0.284,433.928,458.18215625,0.06224305555555555
2005-09-29,483.94,1668.173,462.952,638.216,274.339,563.931,456.684,548.038,0.10000000000002274,383.054,419.441,666.005,483.94,412.266,523.846,0.29,433.926,458.16597916666666,0.06369791666666666
2005-09-30,483.889,1668.151,462.944,638.37,274.316,563.854,456.602,548.111,0.10000000000002274,383.04,419.38,666.04,483.889,412.333,523.854,0.29,433.927,458.16404166666666,0.06655902777777778
2005-10-01,483.643,1668.165,462.939,638.38,274.313,563.709,456.255,548.153,0.10000000000002274,383.035,419.3,665.837,483.643,412.285,523.859,0.325,433.931,458.178793814433,0.08880902777777779
2005-10-02,483.625,1668.299,462.988,638.935,274.431,563.913,456.088,548.82,0.10000000000002274,383.062,419.462,665.856,483.625,412.679,524.309,0.452,433.937,458.23777083333334,0.13903472222222224
2005-10-03,483.633,1668.25,463.04,638.597,274.437,563.871,456.18,548.99,0.10000000000002274,383.1,419.594,665.801,483.633,412.564,524.328,0.461,433.935,458.1818333333333,0.1321909722222222
2005-10-04,483.903,1668.25,463.086,638.595,274.417,564.242,456.716,548.84,0.10000000000002274,383.141,419.714,665.906,483.903,412.544,524.445,0.521,433.949,458.22509375,0.16677430555555556
2005-10-05,483.882,1668.259,463.101,638.46,274.389,564.057,456.683,548.675,0.10000000000002274,383.154,419.681,665.908,483.882,412.403,524.196,0.467,433.938,458.1657916666666,0.14831944444444445
2005-10-06,483.904,1668.262,463.1,638.406,274.377,564.014,456.678,548.479,0.10000000000002274,383.155,419.551,665.948,483.904,412.335,524.051,0.441,433.933,458.16484375,0.12451388888888888
2005-10-07,483.796,1668.28,463.093,638.369,274.395,563.907,456.494,548.353,0.10000000000002274,383.151,419.528,665.86,483.796,412.299,523.983,0.425,433.932,458.16661458333334,0.11082332155477032
2005-10-08,483.516,1668.276,463.083,638.341,274.373,563.86,456.057,548.293,0.10000000000002274,383.137,419.384,665.735,483.516,412.28,523.946,0.408,433.93,458.16778125,0.10169097222222222
2005-10-09,483.467,1668.28,463.071,638.316,274.359,563.691,455.909,548.284,0.10000000000002274,383.124,419.225,665.732,483.467,412.273,523.918,0.388,433.929,458.1648020833333,0.09585069444444444
2005-10-10,483.681,1668.273,463.06,638.294,274.357,563.922,456.27,548.16,0.10000000000002274,383.105,419.436,665.77,483.681,412.269,523.9,0.372,433.929,458.1643020833333,0.09143402777777777
2005-10-11,483.712,1668.263,463.047,638.279,274.352,563.925,456.371,548.037,0.10000000000002274,383.083,419.407,665.792,483.712,412.267,523.889,0.355,433.929,458.16625,0.08994444444444444
2005-10-12,483.706,1668.25,463.034,638.263,274.349,564.062,456.336,547.986,0.10000000000002274,383.064,419.462,665.792,483.706,412.265,523.882,0.343,433.929,458.1661875,0.0888576388888889
2005-10-13,483.708,1668.236,463.022,638.249,274.345,563.951,456.383,547.951,0.10000000000002274,383.049,419.456,665.794,483.708,412.264,523.875,0.334,433.929,458.1655625,0.08318055555555556
2005-10-14,483.68,1668.223,463.009,638.238,274.342,563.841,456.333,547.898,0.10000000000002274,383.033,419.373,665.781,483.68,412.262,523.867,0.325,433.929,458.2094583333333,0.08063194444444445
2005-10-15,483.459,1668.219,462.996,638.23,274.335,563.63,455.933,547.825,0.10000000000002274,383.014,419.254,665.707,483.459,412.264,523.862,0.314,433.928,458.6250729166666,0.07744097222222222
2005-10-16,483.357,1668.21,462.983,638.22,274.331,563.6,455.783,547.815,0.10000000000002274,382.993,419.106,665.696,483.357,412.26,523.859,0.301,433.928,458.6229166666667,0.07657638888888889
2005-10-17,483.62,1668.199,462.97,638.205,274.331,563.985,456.217,547.815,0.10000000000002274,382.974,419.352,665.717,483.62,412.259,523.855,0.296,433.928,458.62432291666664,0.07467708333333332
2005-10-18,483.665,1668.185,462.958,638.19,274.33,563.804,456.273,547.813,0.10000000000002274,382.953,419.328,665.715,483.665,412.259,523.853,0.294,433.926,458.6309479166666,0.07434027777777778
2005-10-19,483.719,1668.172,462.946,638.182,274.328,564.006,456.301,547.808,0.10000000000002274,382.932,419.342,665.799,483.719,412.258,523.849,0.29,433.926,458.6281041666667,0.07987847222222222
2005-10-20,483.697,1668.17,462.934,638.171,274.331,563.838,456.269,547.797,0.10000000000002274,382.917,419.328,665.836,483.697,412.254,523.845,0.286,433.923,458.63380208333336,0.0810173611111111
2005-10-21,483.773,1668.161,462.923,638.163,274.326,563.844,456.363,547.791,0.10000000000002274,382.904,419.34,665.91,483.773,412.254,523.842,0.282,433.923,458.6268958333333,0.07289236111111111
2005-10-22,483.508,1668.14,462.912,638.158,274.319,563.61,455.972,547.788,0.10000000000002274,382.887,419.178,665.699,483.508,412.252,523.84,0.279,433.923,458.63247916666666,0.07109027777777778
2005-10-23,483.372,1668.138,462.928,638.312,274.329,563.588,455.802,547.798,0.10000000000002274,382.882,419.156,665.693,483.372,412.289,523.898,0.37,433.991,458.64606249999997,0.1215451388888889
2005-10-24,483.656,1668.133,462.94,638.25,274.321,564.047,456.227,547.807,0.10000000000002274,382.863,419.278,665.848,483.656,412.27,523.902,0.308,433.963,458.63853124999997,0.09192013888888889
2005-10-25,483.704,1668.114,462.936,638.185,274.317,563.657,456.192,547.805,0.10000000000002274,382.846,419.25,665.825,483.704,412.256,523.859,0.297,433.945,458.63663541666665,0.08600347222222221
2005-10-26,483.584,1668.099,462.929,638.162,274.316,563.657,456.131,547.801,0.10000000000002274,382.83,419.152,665.753,483.584,412.256,523.846,0.287,433.938,458.6283020833334,0.08052083333333333
2005-10-27,483.667,1668.093,462.922,638.152,274.314,563.975,456.287,547.765,0.10000000000002274,382.816,419.321,665.797,483.667,412.251,523.841,0.286,433.933,458.6071875,0.07967708333333333
2005-10-28,483.664,1668.087,462.914,638.147,274.312,563.79,456.197,547.741,0.10000000000002274,382.806,419.264,665.768,483.664,412.249,523.838,0.284,433.932,458.62555208333333,0.07775
2005-10-29,483.489,1668.082,462.908,638.135,274.308,563.562,455.927,547.692,0.10000000000002274,382.788,419.035,665.764,483.489,412.247,523.836,0.28,433.932,458.6115104166667,0.07671875
2005-10-30,483.386,1668.076,462.899,638.13,274.306,563.611,455.801,547.689,0.10000000000002274,382.774,418.998,665.757,483.386,412.248,523.834,0.275,433.931,458.612,0.0765
2005-10-31,483.582,1668.071,462.892,638.125,274.308,563.623,456.1,547.68,0.10000000000002274,382.756,419.042,665.772,483.582,412.248,523.832,0.273,433.93,458.61297916666666,0.07983680555555556
2005-11-01,483.506,1668.079,462.885,638.14,274.32,563.629,455.996,547.674,0.10000000000002274,382.733,419.026,665.78,483.506,412.251,523.83,0.271,433.929,458.62822680412376,0.07810416666666667
2005-11-02,483.628,1668.079,462.875,638.134,274.312,563.923,456.188,547.651,0.10000000000002274,382.72,419.251,665.766,483.628,412.247,523.828,0.272,433.928,458.62079166666666,0.07664930555555555
2005-11-03,483.626,1668.068,462.866,638.128,274.31,563.634,456.223,547.612,0.10000000000002274,382.705,419.152,665.777,483.626,412.245,523.826,0.27,433.927,458.6175104166667,0.07929166666666666
2005-11-04,483.67,1668.06,462.857,638.114,274.308,563.947,456.385,547.578,0.10000000000002274,382.691,419.239,665.788,483.67,412.245,523.825,0.27,433.926,458.6164166666667,0.07673263888888888
2005-11-05,483.493,1668.065,462.87,638.478,274.352,563.549,456.015,547.658,0.10000000000002274,382.684,419.187,665.768,483.493,412.28,523.861,0.33,433.937,458.61930208333337,0.10410034602076125
2005-11-06,483.38,1668.06,462.876,638.351,274.326,563.529,455.835,547.72,0.10000000000002274,382.68,419.006,665.731,483.38,412.268,523.849,0.285,433.934,458.61361458333334,0.08774652777777776
2005-11-07,483.567,1668.052,462.874,638.258,274.318,563.788,456.253,547.741,0.10000000000002274,382.67,419.143,665.735,483.567,412.256,523.833,0.279,433.931,458.6120416666667,0.08340277777777777
2005-11-08,483.574,1668.038,462.867,638.194,274.313,563.96,456.239,547.718,0.10000000000002274,382.656,419.297,665.722,483.574,412.252,523.83,0.28,433.93,458.6101770833333,0.08163194444444445
2005-11-09,483.595,1668.031,462.856,638.161,274.312,563.962,456.411,547.668,0.10000000000002274,382.647,419.236,665.702,483.595,412.25,523.828,0.278,433.93,458.6117395833333,0.08109375
2005-11-10,483.564,1668.024,462.85,638.14,274.31,563.9,456.318,547.659,0.10000000000002274,382.636,419.298,665.694,483.564,412.25,523.826,0.274,433.928,458.6127604166666,0.08050694444444445
2005-11-11,483.547,1668.014,462.845,638.125,274.309,563.934,456.294,547.628,0.10000000000002274,382.629,419.193,665.69,483.547,412.249,523.823,0.271,433.927,458.6125833333333,0.08016262975778547
2005-11-12,483.416,1668.008,462.841,638.116,274.306,563.488,455.963,547.6,0.10000000000002274,382.617,419.241,665.675,483.416,412.248,523.823,0.269,433.928,458.6125416666667,0.08002083333333333
2005-11-13,483.31,1668.005,462.836,638.103,274.303,563.457,455.824,547.599,0.10000000000002274,382.607,419.021,665.657,483.31,412.247,523.822,0.267,433.927,458.6077083333334,0.07875
2005-11-14,483.549,1668.003,462.83,638.097,274.305,564.103,456.322,547.6,0.10000000000002274,382.598,419.32,665.669,483.549,412.249,523.82,0.265,433.925,458.6073333333334,0.07781944444444444
2005-11-15,483.56,1668.0,462.824,638.09,274.304,564.148,456.356,547.618,0.10000000000002274,382.578,419.433,665.676,483.56,412.253,523.819,0.263,433.922,458.61005208333336,0.07730902777777778
2005-11-16,483.588,1668.01,462.818,638.088,274.303,564.256,456.461,547.627,0.10000000000002274,382.563,419.447,665.662,483.588,412.254,523.817,0.263,433.921,458.61083333333335,0.07847569444444444
2005-11-17,483.614,1667.994,462.813,638.137,274.304,564.189,456.444,547.606,0.10000000000002274,382.568,419.509,665.665,483.614,412.256,523.816,0.262,433.916,458.6088541666666,0.07827430555555555
2005-11-18,483.52,1667.984,462.806,638.107,274.303,564.24,456.383,547.622,0.10000000000002274,382.569,419.507,665.649,483.52,412.254,523.816,0.261,433.914,458.60544791666666,0.07255208333333334
2005-11-19,483.32,1667.987,462.8,638.092,274.3,563.744,456.003,547.625,0.10000000000002274,382.569,419.326,665.582,483.32,412.253,523.815,0.259,433.914,458.60071875,0.07239236111111111
2005-11-20,483.23,1667.987,462.794,638.073,274.299,563.377,455.737,547.619,0.10000000000002274,382.57,419.078,665.586,483.23,412.253,523.814,0.256,433.914,458.5983958333333,0.07451736111111111
2005-11-21,483.525,1667.995,462.788,638.068,274.303,564.053,456.37,547.618,0.10000000000002274,382.562,419.323,665.681,483.525,412.255,523.813,0.252,433.913,458.6013541666667,0.07527430555555555
2005-11-22,483.605,1667.986,462.783,638.067,274.302,563.965,456.492,547.614,0.10000000000002274,382.564,419.468,665.68,483.605,412.256,523.811,0.251,433.918,458.60323958333333,0.07522916666666667
2005-11-23,483.591,1667.981,462.776,638.064,274.301,563.976,456.497,547.608,0.10000000000002274,382.563,419.498,665.707,483.591,412.253,523.81,0.251,433.925,458.59982291666665,0.07517013888888889
2005-11-24,483.573,1667.97,462.77,638.065,274.299,563.991,456.491,547.584,0.10000000000002274,382.549,419.482,665.646,483.573,412.249,523.809,0.25,433.924,458.59441666666663,0.07526736111111111
2005-11-25,483.538,1667.988,462.768,638.073,274.299,563.763,456.434,547.559,0.10000000000002274,382.54,419.268,665.637,483.538,412.253,523.809,0.25,433.928,458.5858645833334,0.07691666666666667
2005-11-26,483.368,1667.981,462.765,638.06,274.298,563.477,456.097,547.55,0.10000000000002274,382.542,419.009,665.593,483.368,412.249,523.807,0.25,433.929,458.58662499999997,0.07788194444444445
2005-11-27,483.199,1667.977,462.761,638.045,274.297,563.334,455.829,547.54,0.10000000000002274,382.53,418.958,665.588,483.199,412.247,523.806,0.247,433.927,458.5894270833333,0.07623611111111112
2005-11-28,483.471,1667.972,462.755,638.053,274.298,563.948,456.319,547.539,0.10000000000002274,382.506,419.264,665.63,483.471,412.25,523.805,0.242,433.929,458.5912916666667,0.07547222222222222
2005-11-29,483.56,1667.97,462.753,638.054,274.307,563.956,456.486,547.544,0.10000000000002274,382.518,419.437,665.627,483.56,412.247,523.805,0.252,433.934,458.5917708333333,0.08770833333333333
2005-11-30,483.56,1667.96,462.751,638.051,274.3,563.971,456.464,547.537,0.10000000000002274,382.513,419.362,665.642,483.56,412.246,523.803,0.242,433.932,458.5931458333334,0.08795833333333332
2005-12-01,483.554,1667.958,462.748,638.046,274.297,563.948,456.487,547.531,0.10000000000002274,382.51,419.298,665.66,483.554,412.245,523.802,0.242,433.933,458.59551546391754,0.08622222222222221
2005-12-02,483.522,1667.953,462.743,638.035,274.3,563.839,456.459,547.523,0.10000000000002274,382.507,419.193,665.629,483.522,412.246,523.802,0.24,433.932,458.5913125,0.08360763888888889
2005-12-03,483.355,1667.96,462.744,638.066,274.346,563.397,456.05,547.521,0.10000000000002274,382.495,419.092,665.594,483.355,412.246,523.801,0.242,433.933,458.5973333333333,0.08409027777777778
2005-12-04,483.238,1667.96,462.743,638.1,274.339,563.29,455.719,547.516,0.10000000000002274,382.507,418.9,665.581,483.238,412.247,523.807,0.245,434.036,458.59721874999997,0.12769896193771627
2005-12-05,483.482,1667.95,462.747,638.151,274.347,563.925,456.276,547.511,0.10000000000002274,382.51,419.038,665.634,483.482,412.261,523.828,0.266,434.033,458.6002708333333,0.14693055555555556
2005-12-06,483.517,1667.95,462.755,638.124,274.336,563.902,456.392,547.51,0.10000000000002274,382.503,419.224,665.617,483.517,412.265,523.829,0.264,433.984,458.5974479166667,0.13546527777777778
2005-12-07,483.497,1667.95,462.759,638.106,274.32,563.96,456.365,547.506,0.10000000000002274,382.5,419.314,665.617,483.497,412.262,523.822,0.256,433.972,458.59815625000005,0.12158333333333332
