,Crêtelongue,Davos,Ermensee,Hasle,Lamone,Maienfeld,Massongex,Oberwichtrach,Poschiavo,Schaffhausen,Sennwald,Visp,Vétroz,Zürich,Wila,Oberglatt,Worben,Utzenstorf,Marthalen
2005-04-18,483.613,1667.995,463.302,638.965,274.477,564.274,456.247,548.543,0.10000000000002274,383.175,419.645,665.725,483.613,412.517,524.509,0.485,434.376,458.75353125,0.13103819444444445
2005-04-19,483.655,1667.991,463.314,638.891,274.524,564.313,456.313,548.672,0.10000000000002274,383.198,419.761,665.739,483.655,412.513,524.53,0.496,434.225,458.622,0.15469444444444444
2005-04-20,483.637,1667.983,463.322,638.793,274.512,564.235,456.278,548.583,0.10000000000002274,383.232,419.717,665.721,483.637,412.618,524.584,0.543,434.114,458.61875000000003,0.15940972222222222
2005-04-21,483.618,1667.977,463.342,638.738,274.481,564.099,456.289,548.499,0.10000000000002274,383.286,419.621,665.714,483.618,412.611,524.63,0.581,434.063,458.6148333333333,0.17268402777777778
2005-04-22,483.591,1667.964,463.342,638.634,274.461,564.047,456.208,548.347,0.10000000000002274,383.315,419.602,665.7,483.591,412.463,524.419,0.551,434.032,458.6147604166667,0.16300347222222222
2005-04-23,483.476,1667.965,463.334,638.592,274.445,563.675,455.996,548.377,0.10000000000002274,383.314,419.39,665.676,483.476,412.406,524.291,0.545,434.016,458.6209791666667,0.15002083333333333
2005-04-24,483.448,1667.976,463.328,638.575,274.467,563.587,455.844,548.382,0.10000000000002274,383.321,419.312,665.669,483.448,412.393,524.268,0.57,434.046,458.62571875000003,0.17457291666666666
2005-04-25,483.545,1667.99,463.316,638.598,274.479,564.024,456.158,548.392,0.10000000000002274,383.298,419.465,665.691,483.545,412.376,524.249,0.547,434.128,458.62502083333334,0.1654965277777778
2005-04-26,483.612,1667.989,463.304,638.555,274.443,564.166,456.318,548.414,0.10000000000002274,383.294,419.783,665.706,483.612,412.412,524.257,0.529,434.076,458.6247916666667,0.15398958333333332
2005-04-27,483.644,1668.039,463.291,638.535,274.432,564.012,456.291,548.454,0.10000000000002274,383.312,419.594,665.722,483.644,412.378,524.226,0.544,434.043,458.6258854166667,0.16557291666666668
2005-04-28,483.632,1668.088,463.279,638.528,274.425,564.086,456.307,548.505,0.10000000000002274,383.317,419.561,665.739,483.632,412.374,524.212,0.516,434.025,458.62545833333337,0.15745486111111112
2005-04-29,483.724,1668.146,463.261,638.534,274.42,564.03,456.361,548.69,0.10000000000002274,383.316,419.66,665.81,483.724,412.353,524.144,0.491,434.011,458.62590625,0.14744791666666665
2005-04-30,483.708,1668.237,463.242,638.526,274.416,564.092,456.245,548.86,0.10000000000002274,383.308,419.762,665.856,483.708,412.339,524.096,0.47,434.0,458.63047916666665,0.13690972222222222
2005-05-01,483.828,1668.303,463.221,638.519,274.41,564.233,456.414,548.992,0.10000000000002274,383.306,419.829,665.951,483.828,412.326,524.056,0.444,433.991,458.62950515463916,0.12846875000000002
2005-05-02,484.075,1668.375,463.197,638.501,274.406,564.777,456.846,549.183,0.10000000000002274,383.305,420.205,666.071,484.075,412.316,524.024,0.426,433.983,458.63109375,0.1211736111111111
2005-05-03,484.27,1668.422,463.18,638.5,274.411,565.037,457.074,549.303,0.10000000000002274,383.325,420.487,666.188,484.27,412.312,524.066,0.456,433.987,458.63303125,0.14307291666666666
2005-05-04,484.366,1668.424,463.166,638.508,274.409,564.936,457.263,549.6,0.10000000000002274,383.352,420.683,666.159,484.366,412.409,524.141,0.465,433.981,458.6271979166667,0.1322222222222222
2005-05-05,484.004,1668.363,463.156,638.51,274.391,564.577,456.719,549.618,0.10000000000002274,383.394,420.211,666.02,484.004,412.551,524.181,0.47,433.976,458.62916666666666,0.12987152777777777
2005-05-06,483.915,1668.3,463.145,638.538,274.382,564.563,456.578,549.286,0.10000000000002274,383.418,420.078,665.936,483.915,412.54,524.274,0.445,433.971,458.6278229166667,0.13778819444444446
2005-05-07,483.768,1668.256,463.132,638.495,274.375,564.14,456.351,549.166,0.10000000000002274,383.45,419.894,665.886,483.768,412.463,524.34,0.489,433.971,458.62751041666667,0.14885416666666665
2005-05-08,483.645,1668.227,463.124,638.623,274.368,564.047,456.134,549.167,0.10000000000002274,383.497,419.841,665.851,483.645,412.593,524.5,0.49,433.969,458.62881250000004,0.1439409722222222
2005-05-09,483.734,1668.2,463.11,638.474,274.375,564.531,456.412,548.965,0.10000000000002274,383.542,420.048,665.839,483.734,412.425,524.296,0.447,433.962,458.61864583333335,0.13563194444444446
2005-05-10,483.728,1668.179,463.094,638.418,274.369,564.437,456.42,548.74,0.10000000000002274,383.559,419.953,665.839,483.728,412.376,524.202,0.44,433.959,458.62584375,0.12658333333333335
2005-05-11,483.794,1668.161,463.078,638.382,274.36,564.316,456.423,548.604,0.10000000000002274,383.566,419.881,665.872,483.794,412.342,524.17,0.434,433.956,458.6321666666667,0.11992013888888889
2005-05-12,483.821,1668.17,463.06,638.37,274.373,564.446,456.49,548.386,0.10000000000002274,383.559,419.955,665.858,483.821,412.313,524.107,0.408,433.956,458.6324583333333,0.11406597222222221
2005-05-13,483.816,1668.195,463.046,638.387,274.353,564.352,456.504,548.47,0.10000000000002274,383.55,419.959,665.877,483.816,412.3,524.061,0.389,433.958,458.6329166666667,0.10889930555555555
2005-05-14,483.669,1668.23,463.033,638.382,274.354,564.109,456.319,548.595,0.10000000000002274,383.532,419.709,665.825,483.669,412.297,524.035,0.38,433.955,458.63209374999997,0.10925
2005-05-15,483.563,1668.264,463.021,638.374,274.346,563.865,456.106,548.653,0.10000000000002274,383.512,419.65,665.83,483.563,412.296,524.012,0.355,433.954,458.6283645833333,0.10712847222222222
2005-05-16,483.678,1668.282,463.019,638.456,274.477,564.173,456.223,548.717,0.10000000000002274,383.505,419.779,665.889,483.678,412.308,524.025,0.401,433.963,458.6294270833334,0.1279513888888889
2005-05-17,483.837,1668.286,463.026,638.464,274.503,564.597,456.557,548.836,0.10000000000002274,383.504,420.121,665.897,483.837,412.396,524.066,0.372,433.957,458.6279479166667,0.11498611111111111
2005-05-18,483.909,1668.308,463.015,638.387,274.52,564.617,456.631,548.77,0.10000000000002274,383.499,420.231,665.943,483.909,412.302,524.002,0.346,433.96,458.6294375,0.10741319444444444
2005-05-19,483.855,1668.255,463.004,638.349,274.448,564.665,456.555,548.753,0.10000000000002274,383.504,420.167,665.907,483.855,412.313,523.978,0.338,433.953,458.63092708333335,0.10277083333333333
2005-05-20,483.841,1668.271,462.992,638.331,274.426,564.549,456.516,548.726,0.10000000000002274,383.504,420.066,665.934,483.841,412.293,523.955,0.327,433.953,458.6282708333333,0.0996423611111111
2005-05-21,483.88,1668.357,462.983,638.339,274.411,564.289,456.533,548.788,0.10000000000002274,383.497,419.945,665.977,483.88,412.295,523.955,0.336,433.954,458.62433333333337,0.10148263888888889
2005-05-22,484.0,1668.487,463.008,638.489,274.487,564.754,456.629,548.967,0.10000000000002274,383.506,420.104,666.106,484.0,412.347,524.137,0.573,433.952,458.6224270833333,0.1369826388888889
2005-05-23,484.312,1668.485,463.053,638.795,274.528,565.213,457.12,549.366,0.10000000000002274,383.524,420.626,666.27,484.312,412.402,524.374,0.669,434.008,458.6207708333333,0.2021423611111111
2005-05-24,484.232,1668.422,463.077,638.558,274.494,565.145,457.051,549.429,0.10000000000002274,383.538,420.557,666.16,484.232,412.432,524.3,0.545,433.982,458.6226875,0.1628402777777778
2005-05-25,484.224,1668.419,463.079,638.444,274.457,564.978,457.022,549.216,0.10000000000002274,383.553,420.45,666.232,484.224,412.325,524.153,0.497,433.965,458.62309375,0.14299305555555555
2005-05-26,484.399,1668.471,463.074,638.393,274.435,564.819,457.146,549.152,0.10000000000002274,383.559,420.324,666.346,484.399,412.308,524.077,0.471,433.957,458.61945833333334,0.13002083333333334
2005-05-27,484.703,1668.54,463.065,638.362,274.42,565.248,457.662,549.309,0.10000000000002274,383.558,420.565,666.48,484.703,412.302,524.028,0.447,433.953,458.618375,0.11973263888888888
2005-05-28,484.796,1668.603,463.054,638.334,274.405,565.271,457.692,549.374,0.10000000000002274,383.561,420.697,666.49,484.796,412.297,523.992,0.42,433.95,458.61904166666665,0.11198958333333334
2005-05-29,485.062,1668.62,463.041,638.344,274.394,565.444,457.979,549.465,0.10000000000002274,383.577,420.99,666.741,485.062,412.294,523.966,0.379,433.949,458.61790625000003,0.105375
2005-05-30,485.052,1668.613,463.027,638.324,274.388,565.502,458.087,549.618,0.10000000000002274,383.584,420.992,666.539,485.052,412.301,523.966,0.425,433.949,458.6115104166667,0.10705208333333333
2005-05-31,484.799,1668.613,463.016,638.363,274.378,565.324,457.684,549.52,0.10000000000002274,383.614,420.888,666.388,484.799,412.298,523.98,0.45,433.946,458.60999999999996,0.10418055555555555
2005-06-01,484.708,1668.543,463.0,638.292,274.373,565.195,457.655,549.405,0.10000000000002274,383.632,420.686,666.341,484.708,412.289,523.942,0.368,433.945,458.61117525773193,0.10006597222222222
2005-06-02,484.521,1668.501,462.986,638.258,274.365,565.024,457.429,549.264,0.10000000000002274,383.632,420.509,666.167,484.521,412.288,523.929,0.352,433.943,458.6122604166667,0.09607638888888889
2005-06-03,484.599,1668.499,462.974,638.233,274.361,565.089,457.435,549.224,0.10000000000002274,383.624,420.438,666.298,484.599,412.287,523.927,0.338,433.94,458.6080729166667,0.0914548611111111
2005-06-04,484.749,1668.579,462.987,638.509,274.387,565.123,457.724,549.507,0.10000000000002274,383.619,420.57,666.395,484.749,412.517,524.537,0.652,433.944,458.612375,0.09188541666666666
2005-06-05,484.562,1668.535,462.98,638.341,274.356,564.96,457.346,549.5,0.10000000000002274,383.626,420.308,666.264,484.562,412.374,524.206,0.605,433.94,458.61674999999997,0.09271527777777777
2005-06-06,484.621,1668.468,462.971,638.312,274.351,565.057,457.391,549.376,0.10000000000002274,383.627,420.39,666.391,484.621,412.307,524.095,0.594,433.939,458.6191979166667,0.09242361111111111
2005-06-07,484.502,1668.431,462.963,638.605,274.346,564.829,457.289,549.363,0.10000000000002274,383.63,420.383,666.32,484.502,412.479,524.187,0.756,433.939,458.61497916666667,0.09297222222222222
2005-06-08,484.349,1668.386,462.948,638.379,274.342,564.761,457.203,549.248,0.10000000000002274,383.637,420.236,666.235,484.349,412.369,524.085,0.6,433.941,458.611875,0.08943402777777777
2005-06-09,484.26,1668.348,462.933,638.309,274.339,564.645,457.044,549.106,0.10000000000002274,383.627,420.097,666.24,484.26,412.299,524.026,0.562,433.948,458.61297916666666,0.08909722222222222
2005-06-10,484.192,1668.314,462.918,638.271,274.336,564.51,456.831,548.964,0.10000000000002274,383.603,420.012,666.144,484.192,412.292,523.989,0.525,433.956,458.6092604166667,0.08675347222222222
2005-06-11,484.012,1668.309,462.906,638.232,274.333,564.177,456.531,548.802,0.10000000000002274,383.573,419.733,666.013,484.012,412.288,523.961,0.476,433.959,458.60583333333335,0.08386111111111111
2005-06-12,483.949,1668.321,462.896,638.208,274.332,564.158,456.45,548.79,0.10000000000002274,383.548,419.556,666.036,483.949,412.289,523.943,0.411,433.955,458.60839583333336,0.08130555555555556
2005-06-13,484.24,1668.337,462.895,638.215,274.347,564.596,456.846,548.72,0.10000000000002274,383.515,419.908,666.266,484.24,412.298,523.96,0.387,433.957,458.6113854166667,0.09098958333333335
2005-06-14,484.482,1668.387,462.914,638.343,274.5,564.762,457.197,548.825,0.10000000000002274,383.506,420.101,666.361,484.482,412.336,524.018,0.599,433.96,458.6119895833333,0.12528472222222223
2005-06-15,484.507,1668.431,462.944,638.446,274.387,564.719,457.247,549.075,0.10000000000002274,383.506,420.148,666.351,484.507,412.479,523.994,0.432,433.961,458.60970833333334,0.11670833333333334
2005-06-16,484.478,1668.441,462.947,638.311,274.357,564.691,457.225,549.072,0.10000000000002274,383.5,420.099,666.34,484.478,412.361,523.955,0.376,433.955,458.61077083333333,0.09398611111111112
2005-06-17,484.494,1668.447,462.942,638.244,274.343,564.731,457.218,549.002,0.10000000000002274,383.491,420.096,666.322,484.494,412.311,523.921,0.362,433.957,458.61126041666665,0.08465277777777777
2005-06-18,484.498,1668.469,462.933,638.201,274.333,564.586,457.158,548.929,0.10000000000002274,383.479,419.949,666.384,484.498,412.304,523.907,0.346,433.956,458.6113854166667,0.07903472222222223
2005-06-19,484.536,1668.488,462.923,638.178,274.327,564.507,457.171,549.006,0.10000000000002274,383.459,419.917,666.393,484.536,412.3,523.897,0.323,433.95,458.61284374999997,0.07452083333333333
2005-06-20,484.794,1668.469,462.913,638.156,274.331,564.9,457.715,549.036,0.10000000000002274,383.434,420.209,666.596,484.794,412.3,523.892,0.309,433.947,458.6135625,0.07146527777777778
2005-06-21,484.851,1668.46,462.903,638.138,274.324,564.937,457.785,549.049,0.10000000000002274,383.415,420.311,666.636,484.851,412.296,523.883,0.298,433.945,458.6226979166667,0.06774652777777777
2005-06-22,484.799,1668.459,462.892,638.12,274.319,564.924,457.704,549.068,0.10000000000002274,383.405,420.255,666.586,484.799,412.298,523.873,0.292,433.943,458.6182395833334,0.06642708333333333
2005-06-23,484.842,1668.452,462.882,638.215,274.315,564.825,457.747,549.12,0.10000000000002274,383.399,420.207,666.651,484.842,412.299,523.869,0.282,433.941,458.60797916666667,0.06480902777777778
2005-06-24,484.984,1668.456,462.874,638.273,274.312,564.925,457.897,549.237,0.10000000000002274,383.384,420.251,666.708,484.984,412.307,523.864,0.291,433.941,458.61184375,0.06215277777777777
2005-06-25,484.878,1668.493,462.883,638.178,274.329,564.546,457.626,549.337,0.10000000000002274,383.372,420.047,666.711,484.878,412.332,523.869,0.319,433.944,458.6058125,0.06370138888888889
2005-06-26,484.698,1668.451,462.874,638.159,274.315,564.486,457.354,549.325,0.10000000000002274,383.378,419.856,666.58,484.698,412.296,523.858,0.261,433.934,458.6069166666667,0.05917013888888889
2005-06-27,484.95,1668.435,462.864,638.118,274.313,564.857,457.827,549.248,0.10000000000002274,383.365,420.089,666.745,484.95,412.296,523.853,0.257,433.917,458.60318750000005,0.058076388888888886
2005-06-28,484.989,1668.42,462.855,638.098,274.308,564.773,457.88,549.207,0.10000000000002274,383.346,420.168,666.788,484.989,412.297,523.849,0.253,433.913,458.60490625000006,0.05759375
2005-06-29,485.072,1668.418,462.846,638.111,274.335,564.734,457.968,549.225,0.10000000000002274,383.328,420.169,666.823,485.072,412.3,523.851,0.261,433.925,458.60583333333335,0.07778472222222223
2005-06-30,485.186,1668.439,462.838,638.114,274.333,564.856,458.122,549.365,0.10000000000002274,383.318,420.159,666.836,485.186,412.303,523.87,0.271,433.938,458.6205,0.06851388888888889
2005-07-01,484.93,1668.433,462.841,638.473,274.313,564.727,457.764,549.459,0.10000000000002274,383.307,420.163,666.671,484.93,412.431,523.941,0.273,433.946,458.6131649484536,0.06680902777777778
2005-07-02,484.615,1668.369,462.834,638.348,274.305,564.428,457.315,549.489,0.10000000000002274,383.32,419.905,666.489,484.615,412.404,523.876,0.258,433.949,458.60893749999997,0.06294791666666667
2005-07-03,484.423,1668.335,462.825,638.213,274.3,564.222,456.975,549.321,0.10000000000002274,383.33,419.68,666.458,484.423,412.3,523.856,0.252,433.95,458.61125,0.06281944444444444
2005-07-04,484.747,1668.345,462.829,638.312,274.316,564.695,457.536,549.187,0.10000000000002274,383.314,419.978,666.625,484.747,412.358,523.901,0.298,433.954,458.61069791666665,0.07077777777777777
2005-07-05,484.86,1668.41,462.856,638.492,274.332,564.556,457.693,549.409,0.10000000000002274,383.318,420.043,666.64,484.86,412.552,524.068,0.334,433.956,458.60057291666664,0.09333333333333332
2005-07-06,484.624,1668.342,462.853,638.352,274.303,564.52,457.48,549.399,0.10000000000002274,383.327,419.891,666.514,484.624,412.399,523.971,0.315,433.96,458.6044479166667,0.08737847222222223
2005-07-07,484.577,1668.365,462.853,638.434,274.336,564.444,457.427,549.266,0.10000000000002274,383.328,419.904,666.446,484.577,412.528,524.105,0.318,433.965,458.5953020833333,0.07598611111111112
2005-07-08,484.291,1668.329,462.851,638.401,274.312,564.424,457.13,549.292,0.10000000000002274,383.328,419.916,666.226,484.291,412.498,524.131,0.327,433.963,458.59683333333334,0.07356597222222222
2005-07-09,484.039,1668.311,462.846,638.316,274.301,564.012,456.748,549.153,0.10000000000002274,383.329,419.697,666.015,484.039,412.394,523.997,0.298,433.959,458.5961666666667,0.06869097222222223
2005-07-10,483.876,1668.314,462.84,638.254,274.303,564.009,456.372,549.121,0.10000000000002274,383.329,419.558,666.03,483.876,412.335,523.96,0.319,433.968,458.59377083333334,0.08192361111111111
2005-07-11,484.2,1668.353,462.844,638.264,274.303,564.436,456.855,549.062,0.10000000000002274,383.34,419.907,666.213,484.2,412.393,524.063,0.366,433.967,458.5981875,0.11858333333333333
2005-07-12,484.285,1668.352,462.842,638.232,274.308,564.425,457.009,548.9,0.10000000000002274,383.357,420.091,666.236,484.285,412.42,524.091,0.312,433.961,458.59615625,0.08387499999999999
2005-07-13,484.354,1668.332,462.835,638.173,274.298,564.372,457.001,548.877,0.10000000000002274,383.379,419.935,666.361,484.354,412.33,523.968,0.3,433.958,458.59178125,0.07863194444444445
2005-07-14,484.451,1668.327,462.828,638.138,274.296,564.163,457.165,548.898,0.10000000000002274,383.381,419.745,666.42,484.451,412.301,523.91,0.29,433.956,458.59291666666667,0.078875
2005-07-15,484.568,1668.32,462.821,638.107,274.295,564.196,457.292,548.95,0.10000000000002274,383.365,419.713,666.519,484.568,412.296,523.884,0.282,433.956,458.5950833333333,0.07556597222222222
2005-07-16,484.647,1668.317,462.815,638.09,274.293,564.018,457.278,548.975,0.10000000000002274,383.346,419.618,666.553,484.647,412.297,523.875,0.275,433.961,458.5897291666667,0.07689583333333333
2005-07-17,484.661,1668.307,462.814,638.08,274.291,563.954,457.247,548.964,0.10000000000002274,383.329,419.454,666.554,484.661,412.3,523.867,0.264,433.959,458.59180208333333,0.06748958333333334
2005-07-18,484.791,1668.315,462.812,638.221,274.337,564.467,457.618,548.996,0.10000000000002274,383.309,419.805,666.658,484.791,412.295,523.867,0.299,433.959,458.592875,0.07731597222222222
2005-07-19,484.95,1668.426,462.822,638.306,274.379,564.606,457.833,549.191,0.10000000000002274,383.287,420.068,666.692,484.95,412.296,524.168,0.433,433.96,458.59549999999996,0.1176701388888889
2005-07-20,484.673,1668.328,462.815,638.147,274.307,564.288,457.474,549.099,0.10000000000002274,383.289,419.763,666.549,484.673,412.297,523.978,0.3,433.958,458.58471875000004,0.07963541666666667
2005-07-21,484.601,1668.313,462.816,638.135,274.298,564.159,457.333,548.98,0.10000000000002274,383.283,419.616,666.564,484.601,412.349,523.97,0.307,433.961,458.59075,0.07770833333333332
2005-07-22,484.527,1668.295,462.81,638.097,274.293,564.182,457.279,548.894,0.10000000000002274,383.287,419.658,666.535,484.527,412.322,523.895,0.284,433.96,458.596875,0.07584722222222223
2005-07-23,484.397,1668.28,462.802,638.08,274.288,563.918,457.051,548.824,0.10000000000002274,383.276,419.472,666.419,484.397,412.289,523.866,0.274,433.958,458.59858333333335,0.07364583333333334
2005-07-24,484.034,1668.267,462.795,638.069,274.287,563.938,456.623,548.765,0.10000000000002274,383.262,419.381,666.161,484.034,412.285,523.86,0.275,433.958,458.5987395833333,0.06811111111111111
2005-07-25,484.383,1668.27,462.797,638.268,274.295,564.128,456.979,548.712,0.10000000000002274,383.251,419.617,666.398,484.383,412.301,523.922,0.389,433.963,458.61020833333333,0.10130555555555557
2005-07-26,484.709,1668.281,462.822,638.301,274.294,564.144,457.454,548.785,0.10000000000002274,383.248,419.645,666.499,484.709,412.675,523.984,0.306,433.963,458.61287500000003,0.07825347222222222
2005-07-27,484.809,1668.271,462.824,638.142,274.289,564.148,457.558,548.818,0.10000000000002274,383.253,419.632,666.631,484.809,412.364,523.887,0.269,433.955,458.606125,0.07115972222222222
2005-07-28,484.903,1668.272,462.82,638.092,274.288,564.201,457.659,548.867,0.10000000000002274,383.244,419.691,666.679,484.903,412.29,523.861,0.259,433.95,458.60592708333337,0.06573611111111112
2005-07-29,485.02,1668.27,462.816,638.089,274.287,564.186,457.776,548.932,0.10000000000002274,383.229,419.609,666.762,485.02,412.284,523.852,0.255,433.962,458.60672916666664,0.06663541666666667
2005-07-30,484.998,1668.265,462.824,638.26,274.291,564.068,457.663,549.056,0.10000000000002274,383.214,419.39,666.745,484.998,412.31,523.922,0.276,433.975,458.6121458333334,0.08322569444444444
2005-07-31,484.72,1668.252,462.821,638.207,274.278,564.006,457.327,548.947,0.10000000000002274,383.196,419.324,666.633,484.72,412.291,523.865,0.264,433.973,458.60698958333336,0.06721875000000001
2005-08-01,484.673,1668.234,462.813,638.112,274.278,563.961,457.387,548.862,0.10000000000002274,383.177,419.381,666.604,484.673,412.285,523.856,0.257,433.969,458.5941340206186,0.06396875
2005-08-02,485.159,1668.294,462.817,638.383,274.507,564.898,457.88,549.005,0.10000000000002274,383.163,419.82,667.035,485.159,412.38,523.985,0.396,433.995,458.60115625000003,0.10734375
2005-08-03,485.346,1668.268,462.86,638.72,274.384,564.67,458.254,549.795,0.10000000000002274,383.16,419.878,666.889,485.346,412.813,524.601,0.438,433.977,458.59591666666665,0.10848958333333333
2005-08-04,484.669,1668.257,462.886,638.445,274.318,564.268,457.38,549.81,0.10000000000002274,383.175,419.64,666.542,484.669,412.5,524.237,0.385,433.969,458.5960104166666,0.08180208333333333
2005-08-05,484.527,1668.229,462.889,638.342,274.301,564.244,457.154,549.221,0.10000000000002274,383.184,419.633,666.517,484.527,412.371,524.068,0.363,433.967,458.5881770833333,0.07513194444444443
2005-08-06,484.412,1668.245,462.892,638.339,274.292,564.03,456.974,549.163,0.10000000000002274,383.173,419.438,666.433,484.412,412.355,524.126,0.378,433.969,458.5859895833333,0.07202430555555556
2005-08-07,484.251,1668.263,462.893,638.4,274.287,564.043,456.785,549.152,0.10000000000002274,383.17,419.522,666.29,484.251,412.483,524.159,0.356,433.97,458.58827083333335,0.07835069444444445
2005-08-08,484.433,1668.249,462.895,638.37,274.29,564.198,457.004,549.166,0.10000000000002274,383.18,419.694,666.383,484.433,412.508,524.192,0.363,433.967,458.5840729166667,0.08202083333333333
2005-08-09,484.316,1668.228,462.89,638.283,274.287,564.08,456.968,549.042,0.10000000000002274,383.186,419.603,666.294,484.316,412.368,524.057,0.35,433.963,458.57978125,0.07622222222222223
2005-08-10,484.308,1668.218,462.883,638.219,274.283,564.089,456.941,548.845,0.10000000000002274,383.182,419.579,666.306,484.308,412.312,523.988,0.341,433.96,458.5830833333334,0.07036458333333334
2005-08-11,484.352,1668.229,462.875,638.18,274.283,564.105,456.953,548.912,0.10000000000002274,383.173,419.581,666.347,484.352,412.293,523.945,0.33,433.957,458.57840625,0.061670138888888885
2005-08-12,484.413,1668.291,462.868,638.157,274.284,564.099,456.978,548.868,0.10000000000002274,383.157,419.61,666.408,484.413,412.289,523.917,0.321,433.954,458.57670833333333,0.05730208333333334
2005-08-13,484.224,1668.241,462.863,638.169,274.277,563.937,456.761,548.811,0.10000000000002274,383.145,419.382,666.208,484.224,412.293,523.948,0.328,433.954,458.57975000000005,0.06905208333333333
2005-08-14,483.955,1668.248,462.858,638.252,274.284,563.91,456.453,548.767,0.10000000000002274,383.129,419.306,666.077,483.955,412.3,523.992,0.37,433.967,458.57827083333336,0.07856250000000001
2005-08-15,484.187,1668.269,462.88,638.736,274.279,564.124,456.788,549.013,0.10000000000002274,383.117,419.661,666.221,484.187,412.581,524.251,0.423,433.969,458.57993749999997,0.10055555555555556
2005-08-16,484.194,1668.275,462.96,638.606,274.279,564.103,456.859,549.269,0.10000000000002274,383.124,419.703,666.163,484.194,412.522,524.219,0.386,433.968,458.5815520833333,0.07288194444444444
2005-08-17,484.139,1668.262,462.977,638.405,274.278,564.025,456.713,549.077,0.10000000000002274,383.14,419.646,666.077,484.139,412.392,524.097,0.37,433.971,458.5797083333334,0.06780902777777778
2005-08-18,484.21,1668.263,462.977,638.352,274.276,564.072,456.669,548.962,0.10000000000002274,383.14,419.587,666.188,484.21,412.323,524.015,0.357,433.967,458.5820729166667,0.06259722222222222
2005-08-19,484.319,1668.269,462.99,638.506,274.276,564.323,456.838,549.077,0.10000000000002274,383.131,419.685,666.349,484.319,412.311,523.982,0.367,433.971,458.59982291666665,0.07826041666666667
2005-08-20,484.205,1668.414,463.119,638.753,274.385,564.648,456.717,549.239,0.10000000000002274,383.134,419.927,666.169,484.205,412.549,524.107,0.493,433.984,458.62845833333336,0.09043402777777777
2005-08-21,484.311,1668.427,463.283,639.275,274.38,564.496,456.782,549.658,0.10000000000002274,383.163,419.858,666.199,484.311,412.873,524.441,0.587,433.993,458.63195833333333,0.09749305555555556
2005-08-22,484.901,1668.506,463.759,640.423,274.314,565.348,457.722,550.857,0.10000000000002274,383.203,420.954,666.539,484.901,413.923,525.17,0.732,434.054,458.5779375,0.14980208333333334
2005-08-23,484.923,1668.88,463.897,639.429,274.3,566.177,457.893,551.475,0.10000000000002274,383.345,423.994,666.682,484.923,413.789,524.789,0.638,434.006,458.3320833333333,0.11637847222222224
2005-08-24,484.58,1668.628,463.879,638.799,274.293,565.291,457.475,551.331,0.10000000000002274,383.698,421.632,666.506,484.58,412.686,524.487,0.617,433.987,458.1595625,0.10452083333333334
2005-08-25,484.472,1668.535,463.837,638.61,274.293,564.99,457.268,551.18,0.10000000000002274,383.858,420.877,666.436,484.472,412.62,524.306,0.6,433.985,458.4861979166667,0.09386805555555555
2005-08-26,484.485,1668.496,463.787,638.524,274.289,564.822,457.237,551.091,0.10000000000002274,383.896,420.504,666.375,484.485,412.447,524.191,0.587,433.977,458.6212604166667,0.08380902777777778
2005-08-27,484.237,1668.465,463.729,638.466,274.336,,456.857,550.911,0.10000000000002274,383.899,420.279,666.242,484.237,412.397,524.107,0.569,433.972,458.5747604166667,0.07762152777777778
2005-08-28,484.067,1668.452,463.669,638.502,274.31,564.423,456.569,550.672,0.10000000000002274,383.885,419.998,666.079,484.067,412.361,524.06,0.558,434.003,458.575625,0.07301736111111111
2005-08-29,484.307,1668.424,463.616,638.426,274.298,564.506,456.967,550.431,0.10000000000002274,383.863,420.072,666.365,484.307,412.333,524.011,0.539,433.97,458.60596875000005,0.06967708333333333
2005-08-30,484.462,1668.403,463.568,638.392,274.293,564.454,457.163,550.174,0.10000000000002274,383.835,420.03,666.397,484.462,412.302,523.979,0.522,433.956,458.6364375,0.07488541666666666
2005-08-31,484.5,1668.385,463.523,638.366,274.291,564.381,457.188,549.805,0.10000000000002274,383.805,419.938,666.391,484.5,412.286,523.953,0.505,433.957,458.63910416666664,0.07356597222222222
2005-09-01,484.476,1668.368,463.481,638.342,274.288,564.383,457.218,549.534,0.10000000000002274,383.775,419.937,666.401,484.476,412.281,523.931,0.488,433.934,458.6505670103093,0.0641111111111111
2005-09-02,484.551,1668.345,463.443,638.321,274.31,564.395,457.298,549.284,0.10000000000002274,383.755,419.973,666.462,484.551,412.277,523.919,0.47,433.919,458.6390104166667,0.06649652777777777
2005-09-03,484.413,1668.335,463.407,638.303,274.3,564.133,457.056,549.025,0.10000000000002274,383.721,419.743,666.376,484.413,412.276,523.913,0.452,433.919,458.62059374999995,0.060048611111111115
2005-09-04,484.094,1668.326,463.375,638.287,274.319,564.0,456.619,549.009,0.10000000000002274,383.688,419.546,666.144,484.094,412.272,523.907,0.433,433.919,458.6238645833334,0.05860069444444444
2005-09-05,484.424,1668.311,463.345,638.295,274.384,564.314,457.158,549.044,0.10000000000002274,383.651,419.766,666.396,484.424,412.273,523.901,0.418,433.921,458.63194791666666,0.06462847222222222
2005-09-06,484.398,,463.316,638.332,274.308,564.117,457.192,548.98,0.10000000000002274,383.615,419.704,666.363,484.398,412.272,523.893,0.403,433.928,458.63065624999996,0.05726388888888889
